"Nível Territorial (Código)","Nível Territorial","Unidade de Medida (Código)","Unidade de Medida","Valor","Unidade da Federação (Código)","Unidade da Federação","Ano (Código)","Ano","Variável (Código)","Variável"
"3","Unidade da Federação","40","Mil Reais",8364459,"51","Mato Grosso","2005","2005","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",5198473,"51","Mato Grosso","2005","2005","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",11881369,"51","Mato Grosso","2005","2005","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",27.85,"51","Mato Grosso","2005","2005","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",18.94,"51","Mato Grosso","2005","2005","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",18.41,"51","Mato Grosso","2005","2005","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",49.09,"51","Mato Grosso","2005","2005","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",4115654,"51","Mato Grosso","2006","2006","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",4432619,"51","Mato Grosso","2006","2006","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",12375106,"51","Mato Grosso","2006","2006","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",15.69,"51","Mato Grosso","2006","2006","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",15.67,"51","Mato Grosso","2006","2006","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",14.84,"51","Mato Grosso","2006","2006","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",33.88,"51","Mato Grosso","2006","2006","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",6498656,"51","Mato Grosso","2007","2007","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",5176259,"51","Mato Grosso","2007","2007","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",15318361,"51","Mato Grosso","2007","2007","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",19.66,"51","Mato Grosso","2007","2007","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",15.84,"51","Mato Grosso","2007","2007","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",16.24,"51","Mato Grosso","2007","2007","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",38.64,"51","Mato Grosso","2007","2007","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",9832948,"51","Mato Grosso","2008","2008","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",6490773,"51","Mato Grosso","2008","2008","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",19636448,"51","Mato Grosso","2008","2008","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",22.77,"51","Mato Grosso","2008","2008","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",17.23,"51","Mato Grosso","2008","2008","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",17.93,"51","Mato Grosso","2008","2008","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",41.47,"51","Mato Grosso","2008","2008","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",9891749,"51","Mato Grosso","2009","2009","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",7129629,"51","Mato Grosso","2009","2009","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",21345726,"51","Mato Grosso","2009","2009","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",21.34,"51","Mato Grosso","2009","2009","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",16.28,"51","Mato Grosso","2009","2009","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",17.21,"51","Mato Grosso","2009","2009","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",39.02,"51","Mato Grosso","2009","2009","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",8373223,"51","Mato Grosso","2010","2010","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",9770833,"51","Mato Grosso","2010","2010","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",22575618,"51","Mato Grosso","2010","2010","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",16.82,"51","Mato Grosso","2010","2010","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",17.84,"51","Mato Grosso","2010","2010","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",16.26,"51","Mato Grosso","2010","2010","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",31.92,"51","Mato Grosso","2010","2010","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
"3","Unidade da Federação","40","Mil Reais",13606988,"51","Mato Grosso","2011","2011","513","Valor adicionado bruto a preços correntes da agropecuária"
"3","Unidade da Federação","40","Mil Reais",10999849,"51","Mato Grosso","2011","2011","517","Valor adicionado bruto a preços correntes da indústria"
"3","Unidade da Federação","40","Mil Reais",26855698,"51","Mato Grosso","2011","2011","6575","Valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social"
"3","Unidade da Federação","2","%",22.09,"51","Mato Grosso","2011","2011","516","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes total"
"3","Unidade da Federação","2","%",18.44,"51","Mato Grosso","2011","2011","548","Participação do valor adicionado bruto a preços correntes da indústria no valor adicionado bruto a preços correntes da indústria da grande região"
"3","Unidade da Federação","2","%",17.77,"51","Mato Grosso","2011","2011","546","Participação do valor adicionado bruto a preços correntes total no valor adicionado bruto a preços correntes total da grande região"
"3","Unidade da Federação","2","%",39.65,"51","Mato Grosso","2011","2011","547","Participação do valor adicionado bruto a preços correntes da agropecuária no valor adicionado bruto a preços correntes da agropecuária da grande região"
